,Company,Specific_Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
1134,Mindo,Ecuador,2010,67.0,U.S.A.,2.75,Unknown,Ecuador
1135,Mindo,Ecuador,2010,77.0,U.S.A.,2.75,Unknown,Ecuador
1136,Minimal,"Acul-du-Nord, 2015",2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti
1137,Mission,"Fazenda Camboa, Bahia",2016,75.0,Brazil,3.75,Unknown,Brazil
1138,Mission,"Bahia, Fazenda Venturosa",2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil
1139,Mita,Tumaco,2012,65.0,Colombia,2.5,Unknown,Colombia
1140,Moho,"Toledo District, w/ nibs",2013,73.0,U.S.A.,3.25,Trinitario,Belize
1141,Moho,Toledo District,2013,72.0,U.S.A.,3.0,Trinitario,Belize
1142,Moho,"Umoho R., Toledo District, San Felipe",2010,67.0,U.S.A.,2.75,Trinitario,Belize
1143,Molucca,La Red,2015,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1144,Molucca,Indonesia,2015,70.0,U.S.A.,2.75,Unknown,Indonesia
1145,Molucca,Peru,2015,70.0,U.S.A.,3.25,Unknown,Peru
1146,Momotombo,Matagalpa,2011,70.0,Nicaragua,2.75,Unknown,Nicaragua
1147,Momotombo,Mombacho,2011,70.0,Nicaragua,2.75,Unknown,Nicaragua
1148,Momotombo,Oscuro,2011,70.0,Nicaragua,3.25,Unknown,Nicaragua
1149,Monarque,Oko Caribe,2016,72.0,Canada,3.5,Unknown,Dominican Republic
1150,Monsieur Truffe,Papaua New Guinea,2014,70.0,Australia,3.25,Unknown,Papua New Guinea
1151,Montecristi,Manabi,2015,70.0,Ecuador,3.25,Unknown,Ecuador
1152,Montecristi,Manabi,2015,63.0,Ecuador,3.5,Unknown,Ecuador
1153,Montecristi,Manabi,2015,85.0,Ecuador,3.5,Unknown,Ecuador
1154,Muchomas (Mesocacao),Nicaragua,2015,70.0,U.S.A.,3.5,Unknown,Nicaragua
1155,Muchomas (Mesocacao),Nicaragua,2015,80.0,U.S.A.,3.5,Unknown,Nicaragua
1156,Mutari,"Kokoa Kamili, batch 1 SRB",2016,68.0,U.S.A.,2.75,Unknown,Tanzania
1157,Mutari,"Oko Caribe, batch 1 SRB",2016,71.0,U.S.A.,2.75,Unknown,Dominican Republic
1158,Mutari,"Ambanja, batch 1 SRB",2016,68.0,U.S.A.,2.75,Unknown,Madagascar
1159,Mutari,"Tien Giang, batch 1 SRB",2016,80.0,U.S.A.,3.0,Trinitario,Vietnam
1160,Nahua,"Costa Rica, Oscuro",2013,58.0,Costa Rica,2.5,Unknown,Costa Rica
1161,Nahua,"Costa Rica, Oscuro",2013,70.0,Costa Rica,3.0,Unknown,Costa Rica
1162,Naive,Trinidad & Tobago,2013,70.0,Lithuania,3.75,Unknown,Trinidad
1162,Naive,Trinidad & Tobago,2013,70.0,Lithuania,3.75,Unknown,Tobago
1163,Naive,"Maranon Canyon, Fortunato No. 4",2013,78.0,Lithuania,3.75,Forastero (Nacional),Peru
1164,Naive,Grenada,2012,71.0,Lithuania,2.5,Trinitario,Grenada
1165,Na�ve,Nicaragua,2014,70.0,Lithuania,3.25,Criollo,Nicaragua
1166,Na�ve,Chuao,2014,75.0,Lithuania,2.75,Trinitario,Venezuela
1167,Na�ve,Barinas,2014,70.0,Lithuania,3.0,Unknown,Venezuela
1168,Nanea,Criollo Blend,2013,85.0,U.S.A.,3.5,Unknown,Hawaii
1169,Nathan Miller,Peru,2014,72.0,U.S.A.,2.25,Unknown,Peru
1170,Nathan Miller,Hispaniola,2014,70.0,U.S.A.,2.5,Unknown,Dominican Republic
1171,Nathan Miller,Madagascar,2014,73.5,U.S.A.,2.5,Trinitario,Madagascar
1172,Nathan Miller,Ghana,2014,70.0,U.S.A.,3.5,Forastero,Ghana
1173,Neuhaus (Callebaut),Papua New Guinea,2010,70.0,Belgium,2.5,Criollo,Papua New Guinea
1174,Neuhaus (Callebaut),Manickchand Estate,2008,67.0,Belgium,3.75,Trinitario,Trinidad
1175,Neuhaus (Callebaut),Dark,2007,73.0,Belgium,1.0,Unknown,
1176,Neuhaus (Callebaut),West Africa,2006,73.0,Belgium,2.0,Forastero,West Africa
1177,Neuhaus (Callebaut),Sao Tome,2006,75.0,Belgium,2.75,Forastero,Sao Tome
1178,Neuhaus (Callebaut),Ocumare,2006,71.0,Belgium,3.0,Criollo,Venezuela
1179,Nibble,Patanemo,2015,72.0,U.S.A.,2.25,Criollo,Venezuela
1180,Nibble,Elvesia P.,2015,72.0,U.S.A.,2.75,Trinitario,Dominican Republic
1181,Nibble,"Ambanja, Sambirano Valley",2015,72.0,U.S.A.,3.0,Trinitario,Madagascar
1182,Nibble,Tumbes,2015,72.0,U.S.A.,3.0,Criollo,Peru
1183,Night Owl,Peru,2013,75.0,U.S.A.,2.75,Unknown,Peru
1184,Night Owl,Ecuador,2013,75.0,U.S.A.,3.5,Unknown,Ecuador
1185,Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A.,3.0,Forastero,Ghana
1186,Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A.,3.0,Trinitario,Belize
1187,Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A.,3.25,Forastero (Nacional),Peru
1188,Noir d' Ebine,Venezuela,2012,70.0,U.S.A.,3.0,Unknown,Venezuela
1189,Noir d' Ebine,Ecuador,2012,70.0,U.S.A.,3.0,Unknown,Ecuador
1190,Nova Monda,"La Patriota, cacao Indio, purple label",2012,70.0,Nicaragua,3.0,Unknown,Nicaragua
1191,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Niacragua,2.75,Unknown,Nicaragua
1192,Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador
1193,Nuance,"Ghana, 2013",2015,70.0,U.S.A.,3.75,Forastero,Ghana
1194,Nuance,"Ecuador, 2013",2015,70.0,U.S.A.,2.75,Trinitario,Ecuador
1195,Nuance,"Canoabo, 2013",2015,70.0,U.S.A.,3.0,Criollo,Venezuela
1196,Nuance,"Sambirano Valley, 2012",2015,70.0,U.S.A.,3.5,Trinitario,Madagascar
1197,Nuance,La Red,2015,70.0,U.S.A.,3.75,Unknown,Dominican Republic
1198,Nugali,Fazenda Leolinda,2016,70.0,Brazil,3.5,Trinitario (Scavina),Brazil
1199,Oakland Chocolate Co.,Jamaica,2010,70.0,U.S.A.,2.5,Trinitario,Jamaica
1200,Obolo,Pangoa,2015,70.0,Chile,3.75,Criollo,Peru
1201,Obolo,"Pangoa, w/ nibs",2015,70.0,Chile,3.75,Criollo,Peru
1202,Ocelot,Virunga,2015,70.0,Scotland,3.75,Forastero,Congo
1203,Ocelot,Piura,2015,75.0,Scotland,4.0,Criollo,Peru
1204,Ocho,Sang Yum Coop,2016,100.0,New Zealand,2.75,Unknown,Samoa
1205,Ocho,Sang Yum Coop,2016,70.0,New Zealand,3.5,Unknown,Samoa
1206,Ocho,"PNG, Devotion",2014,66.0,New Zealand,2.75,Unknown,Papua New Guinea
1207,Ocho,"PNG, Revolution",2014,70.0,New Zealand,3.0,Unknown,Papua New Guinea
1208,Ocho,"PNG, Voodoo",2014,88.0,New Zealand,3.25,Unknown,Papua New Guinea
1209,Ocho,"PNG, Nib Bar",2014,74.0,New Zealand,3.5,Unknown,Papua New Guinea
1210,Ohiyo,"San Juan Estate, Gran Couva",2015,70.0,U.S.A.,2.75,Trinitario,Trinidad
1211,Ohiyo,Tanzania,2015,70.0,U.S.A.,3.0,Unknown,Tanzania
1212,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70.0,Germany,3.5,Criollo,Bolivia
1213,Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A.,3.0,Unknown,Dominican Republic
1214,Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A.,3.0,Forastero,Ghana
1215,Olive and Sinclair,Dark 67,2009,67.0,U.S.A.,2.75,Unknown,Ghana
1215,Olive and Sinclair,Dark 67,2009,67.0,U.S.A.,2.75,Unknown,Dominican Republic
1216,Olive and Sinclair,Dark 75,2009,75.0,U.S.A.,3.0,Unknown,Ghana
1216,Olive and Sinclair,Dark 75,2009,75.0,U.S.A.,3.0,Unknown,Dominican Republic
1217,Olivia,Carribean-Raw,2011,76.0,Canada,2.0,Unknown,Carribean
1218,Olivia,Carribean,2011,76.0,Canada,2.75,Unknown,Carribean
1219,Olivia,Carribean,2011,85.0,Canada,2.75,Unknown,Carribean
1220,Olivia,Carribean-Raw,2011,85.0,Canada,3.0,Unknown,Carribean
1221,Omanhene,Ghana,2011,80.0,Ghana,2.75,Forastero,Ghana
1222,Omnom,"Kakao Kamili, Kilombero Valley",2016,70.0,Iceland,3.75,Trinitario,Tanzania
1223,Omnom,Papua New Guinea,2014,70.0,Iceland,3.0,Unknown,Papua New Guinea
1224,Omnom,Madagascar,2014,66.0,Iceland,3.5,Trinitario,Madagascar
1225,organicfair,Maya Mountain,2013,74.0,Canada,2.75,Trinitario,Belize
1226,organicfair,La Red,2013,72.0,Canada,2.75,Unknown,Dominican Republic
1227,organicfair,Nicaraqua,2013,72.0,Canada,2.75,Trinitario,Nicaragua
1228,organicfair,Caribe,2013,72.0,Canada,3.0,Unknown,Dominican Republic
1229,organicfair,Mindo,2013,72.0,Canada,3.0,Trinitario,Ecuador
1230,Original Beans (Felchlin),Papua Kerafat,2014,68.0,Switzerland,2.75,Unknown,Papua New Guinea
1231,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80.0,Switzerland,3.25,Blend,
1232,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66.0,Switzerland,3.75,Unknown,Bolivia
1233,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70.0,Switzerland,3.0,Forastero,Congo
1234,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75.0,Switzerland,3.0,Criollo,Peru
1235,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68.0,Switzerland,3.25,Unknown,Bolivia
1236,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60.0,U.S.A.,3.0,Criollo,Hawaii
1237,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60.0,U.S.A.,3.0,Unknown,Hawaii
1238,Orquidea,Peru,2012,65.0,Peru,3.0,Unknown,Peru
1239,Orquidea,Peru,2012,72.0,Peru,3.0,Unknown,Peru
1240,Pacari,"Sierra Nevada, Tutu Iku",2016,70.0,Ecuador,4.0,Unknown,Colombia
1241,Pacari,Garaua,2014,70.0,Ecuador,3.25,Unknown,Ecuador
1242,Pacari,Cumbia,2014,70.0,Ecuador,3.5,Unknown,Ecuador
1243,Pacari,Montubia,2014,70.0,Ecuador,3.75,Unknown,Ecuador
1244,Pacari,Tangara,2014,70.0,Ecuador,4.0,Unknown,Ecuador
1245,Pacari,"Ecuador, raw",2012,85.0,Ecuador,2.75,Unknown,Ecuador
1246,Pacari,Piura,2012,70.0,Ecuador,4.0,Unknown,Peru
1247,Pacari,Nube- prototype,2011,70.0,Ecuador,3.5,Unknown,Ecuador
1248,Pacari,Esmeraldas,2008,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador
1249,Pacari,Manabi,2008,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador
1250,Pacari,Los Rios,2008,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador
1251,Pacari,Raw,2008,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador
1252,Pacari,Raw,2008,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador
1253,Palette de Bine,Lachua,2016,70.0,Canada,2.75,Unknown,Guatemala
1254,Palette de Bine,Maya Mtn,2016,72.0,Canada,3.0,Trinitario,Belize
1255,Palette de Bine,"Silvestre, La Paz, Beni",2015,70.0,Canada,3.25,Unknown,Bolivia
1256,Palette de Bine,"San Juan Estate, Gran Couva",2015,70.0,Canada,3.25,Trinitario,Trinidad
1257,Palette de Bine,Kokoa Kamili,2015,72.0,Canada,3.5,Unknown,Tanzania
1258,Palette de Bine,Lam Dong,2015,72.0,Canada,3.75,Trinitario,Vietnam
1259,Palette de Bine,"Alto Beni, Palos Blancos",2014,72.0,Canada,2.75,Unknown,Bolivia
1260,Palette de Bine,Sambirano,2014,78.0,Canada,3.75,Trinitario,Madagascar
1261,Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75.0,Canada,2.75,Unknown,Ecuador
1262,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,3.5,Blend,Trinidad
1262,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,3.5,Blend,Ecuador
1263,Palette de Bine,Gran Couva,2014,70.0,Canada,3.75,Trinitario,Trinidad
1264,Pangea,Matasawalevu,2016,76.0,Spain,3.0,Unknown,Fiji
1265,Park 75,South America,2014,65.0,U.S.A.,3.5,Unknown,South America
1266,Parliament,Kilombero Valley,2016,70.0,U.S.A.,3.25,Unknown,Tanzania
1267,Parliament,"Lachua, Q'egchi families",2015,70.0,U.S.A.,3.5,Unknown,Guatemala
1268,Parliament,Alto Beni,2014,70.0,U.S.A.,3.0,Unknown,Bolivia
1269,Parliament,Oko Caribe,2014,70.0,U.S.A.,3.5,Unknown,Dominican Republic
1270,Pascha,Peru,2013,55.0,Peru,2.5,Unknown,Peru
1271,Pascha,Peru,2013,70.0,Peru,2.75,Unknown,Peru
1272,Patric,Signature Blend,2011,70.0,U.S.A.,3.75,Blend,
1273,Patric,Madagascar,2009,75.0,U.S.A.,4.0,Trinitario,Madagascar
1274,Patric,Madagascar,2009,67.0,U.S.A.,3.5,Trinitario,Madagascar
1275,Patric,"Rio Caribe, Paria Penninsula",2009,70.0,U.S.A.,3.5,Trinitario,Venezuela
1276,Patric,Madagascar,2007,70.0,U.S.A.,4.0,Trinitario,Madagascar
1277,Patric,"Piura, Choc. Garage Exclusive",2013,67.0,U.S.A.,4.0,Unknown,Peru
1278,Paul Young,"Madagascar, w/ shell",2014,73.0,U.K.,2.25,Trinitario,Madagascar
1279,Paul Young,"Madagascar, w/ shell",2014,64.0,U.K.,2.75,Trinitario,Madagascar
1280,Peppalo,Dominican Republic,2015,82.0,U.S.A.,3.0,Unknown,Dominican Republic
1281,Pierre Marcolini,"Haut Penja, w/ nibs",2015,70.0,Belgium,3.25,Forastero,Cameroon
1282,Pierre Marcolini,Chuao,2010,75.0,Belgium,3.0,Criollo,Venezuela
1283,Pierre Marcolini,Trinite,2010,75.0,Belgium,3.25,Trinitario,Trinidad
1284,Pierre Marcolini,"Baracoa, Cuba",2010,78.0,Belgium,3.75,"Criollo, Forastero",Cuba
1285,Pierre Marcolini,"Peru, Las Pampas P.",2010,85.0,Belgium,3.0,Criollo,Peru
1286,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72.0,Belgium,3.0,Forastero,Brazil
1287,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72.0,Belgium,3.0,Criollo,Mexico
1288,Pierre Marcolini,Cabosse,2007,70.0,Belgium,4.0,Blend,Venezuela
1289,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72.0,Belgium,3.75,Forastero (Nacional),Ecuador
1290,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72.0,Belgium,4.0,Trinitario,Madagascar
1291,Pierre Marcolini,Fleur de Cacao,2007,85.0,Belgium,3.5,Blend,Venezuela
1291,Pierre Marcolini,Fleur de Cacao,2007,85.0,Belgium,3.5,Blend,Ghana
1292,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72.0,Belgium,4.0,Criollo,Mexico
1293,Pierre Marcolini,"Kendem Lembu, Java",2006,72.0,Belgium,3.0,Criollo,Indonesia
1294,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72.0,Belgium,4.0,Criollo,Venezuela
1295,Pinellas,Wampusirpi Region,2016,80.0,U.S.A.,2.5,Unknown,Honduras
1296,Pitch Dark,Tenor,2015,62.0,U.S.A.,2.5,Unknown,Nicaragua
1297,Pitch Dark,Johe,2015,80.0,U.S.A.,2.75,Unknown,Nicaragua
1298,Pitch Dark,Chuno,2015,80.0,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
1299,Pitch Dark,Nicalizo,2015,80.0,U.S.A.,2.75,Trinitario,Nicaragua
1300,Pitch Dark,Rugoso,2015,80.0,U.S.A.,3.25,Unknown,Nicaragua
1301,Pitch Dark,Akesson Estate,2014,73.0,U.S.A.,3.25,Trinitario,Madagascar
1302,Pitch Dark,Namau Village,2014,73.0,U.S.A.,2.5,Trinitario,Fiji
1303,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73.0,U.S.A.,3.25,Unknown,Ecuador
1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73.0,U.S.A.,3.5,Unknown,Ecuador
1305,Pomm (aka Dead Dog),"La Red, 2011",2012,76.0,U.S.A.,2.5,Unknown,Dominican Republic
1306,Pomm (aka Dead Dog),Peru,2012,82.0,U.S.A.,2.75,Criollo,Peru
1307,Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70.0,U.S.A.,3.75,Unknown,Dominican Republic
1308,Potomac,"Cuyagua, 2013",2014,70.0,U.S.A.,3.75,Unknown,Venezuela
1309,Potomac,Upala w/ nibs,2011,70.0,U.S.A.,3.5,Matina,Costa Rica
1310,Potomac,"Upala, Batch 18",2011,70.0,U.S.A.,3.0,Matina,Costa Rica
1311,Potomac,"San Martin, Amazonian Highlands",2011,70.0,U.S.A.,2.75,Unknown,Peru
1312,Potomac,Bahia,2011,70.0,U.S.A.,3.5,Unknown,Brazil
1313,Potomac,"Upala, Batch 12",2010,82.0,U.S.A.,3.75,Matina,Costa Rica
1314,Pralus,Peru,2015,75.0,France,3.25,Unknown,Peru
1315,Pralus,"Porcelana, S. of Lake Maracaibo",2011,75.0,France,3.25,Criollo (Porcelana),Venezuela
1316,Pralus,Chuao,2010,75.0,France,3.5,Trinitario,Venezuela
1317,Pralus,Cuyagua,2009,75.0,France,2.0,Unknown,Venezuela
1318,Pralus,Papouasie,2008,75.0,France,3.0,Trinitario,Papua New Guinea
1319,Pralus,"Sambirano Valley, Le 100%",2008,100.0,France,3.0,Criollo,Madagascar
1320,Pralus,Dominican Republic-Organic,2008,75.0,France,2.0,Unknown,Dominican Republic
1321,Pralus,"Monte Alegre, Diego Badero",2008,75.0,France,3.5,Unknown,Brazil
1322,Pralus,Claudio Corallo w/ nibs,2007,75.0,France,4.0,Forastero,Sao Tome
1323,Pralus,"Monte Alegre (Itacare), Brazil",2006,75.0,France,3.0,Forastero,Brazil
1324,Pralus,Tanzania,2006,75.0,France,3.5,Criollo,Tanzania
1325,Pralus,Sao Tome & Principe,2006,75.0,France,3.5,Forastero,Sao Tome
1326,Pralus,Trinidad,2006,75.0,France,3.5,Trinitario,Trinidad
1327,Pralus,"Madagascar, Nosy Be Isle.",2006,75.0,France,3.75,Criollo,Madagascar
1328,Pralus,"Java, Indonesie",2006,75.0,France,3.5,Criollo,Indonesia
1329,Pralus,"Barlovento, Venezuela",2006,75.0,France,3.5,Trinitario,Venezuela
1330,Pralus,Jamaique,2006,75.0,France,4.0,Trinitario,Jamaica
1331,Pralus,Equateur,2006,75.0,France,3.0,Trinitario,Ecuador
1332,Pralus,Vanuatu,2006,75.0,France,3.0,Trinitario,Vanuatu
1333,Pralus,Ghana,2006,75.0,France,3.25,Forastero,Ghana
1334,Pralus,Colombie,2006,75.0,France,3.5,Trinitario,Colombia
1335,Pralus,Fortissima,2006,80.0,France,4.0,"Criollo, Trinitario",Ecuador
1336,Pralus,Cuba,2006,75.0,France,3.0,Trinitario,Cuba
1337,Pralus,"Caracas, Venezuela and Ghana",2006,75.0,France,3.0,"Trinitario, Forastero",Venezuela
1337,Pralus,"Caracas, Venezuela and Ghana",2006,75.0,France,3.0,"Trinitario, Forastero",Ghana
1338,Pralus,"Djakarta, Java and Ghana",2006,75.0,France,3.5,"Criollo, Forastero",Indonesia
1338,Pralus,"Djakarta, Java and Ghana",2006,75.0,France,3.5,"Criollo, Forastero",Ghana
1339,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77.0,U.K.,3.5,Unknown,Ecuador
1340,Pump Street Bakery,"Crayfish Bay Estate, 2014",2015,70.0,U.K.,3.5,Trinitario,Grenada
1341,Pump Street Bakery,"Akesson's, batch 4411",2015,74.0,U.K.,3.5,Criollo,Madagascar
1342,Pump Street Bakery,Honduras,2015,80.0,U.K.,2.75,Unknown,Honduras
1343,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014,75.0,U.K.,2.75,Trinitario,Venezuela
1344,Pump Street Bakery,Guantupi River,2014,75.0,U.K.,3.0,Forastero (Nacional),Ecuador
1345,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014,72.0,U.K.,3.25,Trinitario,Madagascar
1346,Pump Street Bakery,Guantupi River,2014,85.0,U.K.,2.75,Forastero (Nacional),Ecuador
1347,Pura Delizia,Venezuela,2012,73.0,Italy,2.75,Unknown,Venezuela
1348,Q Chocolate,Brazil,2013,75.0,Brazil,3.25,Unknown,Brazil
1349,Q Chocolate,Brazil,2013,85.0,Brazil,3.5,Unknown,Brazil
1350,Q Chocolate,Brazil,2013,55.0,Brazil,2.75,Unknown,Brazil
1351,Q Chocolate,Brazil,2013,80.0,Brazil,3.25,Unknown,Brazil
1352,Q Chocolate,Brazil,2012,60.0,Brazil,3.0,Unknown,Brazil
1353,Q Chocolate,Brazil,2012,65.0,Brazil,3.25,Unknown,Brazil
1354,Quetzalli (Wolter),"Mexico, Lot 28022016",2016,70.0,Mexico,2.75,Criollo,Mexico
1355,Quetzalli (Wolter),"Uranga, Lot 22032016",2016,74.0,Mexico,3.0,Trinitario,Mexico
1356,Raaka,Amazon Basin Blend,2016,70.0,U.S.A.,3.0,Unknown,Peru
1357,Raaka,Virunga,2015,75.0,U.S.A.,2.75,Forastero,Congo
1358,Raaka,Madagascar,2012,75.0,U.S.A.,3.25,Trinitario,Madagascar
1359,Raaka,La Red,2011,85.0,U.S.A.,3.5,Unknown,Dominican Republic
1360,Rain Republic,Suchitepequez E.,2010,70.0,Guatemala,2.75,Unknown,Guatemala
1361,Rancho San Jacinto,Ecuador,2010,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
1362,Ranger,"San Martin, Batch 2",2015,70.0,U.S.A.,2.5,Unknown,Peru
1363,Ranger,"Chulucanas, Batch 1",2015,80.0,U.S.A.,3.25,Unknown,Peru
1364,Ranger,"Tumbes, Batch 2",2015,73.0,U.S.A.,3.5,Criollo,Peru
1365,Raoul Boulanger,Piura,2016,75.0,France,3.25,Criollo,Peru
1366,Raw Cocoa,Raw,2012,70.0,Poland,2.5,Criollo,
1367,Republica del Cacao (aka Confecta),Esmeraldas,2010,75.0,Ecuador,3.25,Unknown,Ecuador
1368,Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador
1369,Republica del Cacao (aka Confecta),Manabi,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador
1370,Republica del Cacao (aka Confecta),El Oro,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador
1371,Republica del Cacao (aka Confecta),Los Rios,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador
1372,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75.0,U.S.A.,3.75,Unknown,Ecuador
1373,Ritual,"Camino Verde P., Balao, Guayas, 2014",2015,85.0,U.S.A.,3.5,Unknown,Ecuador
1374,Ritual,"Mid Mountain, 2014",2015,70.0,U.S.A.,3.5,Blend,
1375,Ritual,"Toledo District, Maya",2013,75.0,U.S.A.,3.75,Trinitario,Belize
1376,Ritual,"Maranon, Cajamarca",2013,75.0,U.S.A.,3.0,Forastero (Nacional),Peru
1377,Ritual,Sambirano,2012,75.0,U.S.A.,4.0,Trinitario,Madagascar
1378,Ritual,"Camino Verde P., 2012, Balao, Guayas",2012,75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador
1379,Ritual,Gran Couva,2012,75.0,U.S.A.,3.5,Trinitario,Trinidad
1380,Ritual,Costa Rica,2011,75.0,U.S.A.,3.5,Unknown,Costa Rica
1381,Roasting Masters,"La Dorado, light roast",2016,70.0,South Korea,3.25,Unknown,Costa Rica
1382,Roasting Masters,"Tapanti, light roast",2016,70.0,South Korea,3.25,Unknown,Costa Rica
1383,Roasting Masters,Maleku,2016,70.0,South Korea,3.25,Unknown,Costa Rica
1384,Robert (aka Chocolaterie Robert),Madagascar,2013,75.0,Madagascar,3.25,Trinitario,Madagascar
1385,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013,68.0,Madagascar,3.25,Trinitario,Madagascar
1386,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",2012,66.0,U.K.,3.5,Trinitario,Grenada
1387,Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75.0,U.S.A.,3.75,Unknown,Honduras
1388,Rogue,"Caranero, Choc. Garage Exclusive",2015,70.0,U.S.A.,3.75,Unknown,Venezuela
1389,Rogue,"Tranquilidad, Batch 1",2015,75.0,U.S.A.,3.25,Unknown,Bolivia
1390,Rogue,Porcelana,2014,80.0,U.S.A.,3.75,Criollo,Venezuela
1391,Rogue,"Akessons Estate, Sambirano, 2013",2013,70.0,U.S.A.,3.5,Trinitario,Madagascar
1392,Rogue,"Hispaniola, 2013",2013,70.0,U.S.A.,3.5,Unknown,Dominican Republic
1393,Rogue,"Silvestre, Batch 7, 2013",2013,75.0,U.S.A.,4.0,Unknown,Bolivia
1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",2013,75.0,U.S.A.,3.75,Trinitario,Jamaica
1395,Rogue,"Camino Verde P., Balao, Guayas",2012,75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador
1396,Rogue,"Silvestre, Batch 1, 2011",2011,75.0,U.S.A.,3.0,Criollo,Bolivia
1397,Rogue,Piura,2010,75.0,U.S.A.,3.75,Unknown,Peru
1398,Rogue,Rio Caribe,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela
1399,Rogue,"Hispaniola, 2008",2008,70.0,U.S.A.,2.75,Unknown,Dominican Republic
1400,Rogue,Jamaica,2008,70.0,U.S.A.,2.75,Trinitario,Jamaica
1401,Rogue,"Sambirano, 2008",2008,70.0,U.S.A.,2.75,Trinitario,Madagascar
1402,Rogue,Trinidad,2008,70.0,U.S.A.,3.0,Trinitario,Trinidad
1403,Rozsavolgyi,Sur del Lago,2012,84.0,Hungary,2.5,Unknown,Venezuela
1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012,76.0,Hungary,2.25,Trinitario,Venezuela
1405,Rozsavolgyi,"Sambirano, Akesson Estate",2012,72.0,Hungary,2.5,Trinitario,Madagascar
1406,Rozsavolgyi,Carenero Superior,2011,73.0,Hungary,3.5,Criollo,Venezuela
1407,Rozsavolgyi,Porcelana,2011,71.0,Hungary,2.5,Unknown,Venezuela
1408,Rozsavolgyi,"Aragua, Trincheras",2011,70.0,Hungary,3.5,Unknown,Venezuela
1409,Rozsavolgyi,Principe,2011,77.0,Hungary,2.75,Forastero,Sao Tome
1410,S.A.I.D.,Malgascio,2010,64.0,Italy,3.5,Trinitario,Madagascar
1411,S.A.I.D.,100 percent,2010,100.0,Italy,1.5,Unknown,
